"GEO_ID","NAME","B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied:","Margin of Error!!Total:!!Owner occupied:","Estimate!!Total:!!Owner occupied:!!No vehicle available","Margin of Error!!Total:!!Owner occupied:!!No vehicle available","Estimate!!Total:!!Owner occupied:!!1 vehicle available","Margin of Error!!Total:!!Owner occupied:!!1 vehicle available","Estimate!!Total:!!Owner occupied:!!2 vehicles available","Margin of Error!!Total:!!Owner occupied:!!2 vehicles available","Estimate!!Total:!!Owner occupied:!!3 vehicles available","Margin of Error!!Total:!!Owner occupied:!!3 vehicles available","Estimate!!Total:!!Owner occupied:!!4 vehicles available","Margin of Error!!Total:!!Owner occupied:!!4 vehicles available","Estimate!!Total:!!Owner occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available","Estimate!!Total:!!Renter occupied:","Margin of Error!!Total:!!Renter occupied:","Estimate!!Total:!!Renter occupied:!!No vehicle available","Margin of Error!!Total:!!Renter occupied:!!No vehicle available","Estimate!!Total:!!Renter occupied:!!1 vehicle available","Margin of Error!!Total:!!Renter occupied:!!1 vehicle available","Estimate!!Total:!!Renter occupied:!!2 vehicles available","Margin of Error!!Total:!!Renter occupied:!!2 vehicles available","Estimate!!Total:!!Renter occupied:!!3 vehicles available","Margin of Error!!Total:!!Renter occupied:!!3 vehicles available","Estimate!!Total:!!Renter occupied:!!4 vehicles available","Margin of Error!!Total:!!Renter occupied:!!4 vehicles available","Estimate!!Total:!!Renter occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available",
"1400000US37183054109","Census Tract 541.09; Wake County; North Carolina","1709","206","1560","200","7","12","217","112","756","149","348","107","218","148","14","17","149","68","0","14","65","56","63","38","10","17","0","14","11","24",
"1400000US37183054111","Census Tract 541.11; Wake County; North Carolina","851","78","694","78","17","18","155","62","343","68","113","58","49","38","17","22","157","69","0","14","70","54","48","31","39","41","0","14","0","14",
"1400000US37183054112","Census Tract 541.12; Wake County; North Carolina","1384","112","932","167","14","22","196","104","286","115","349","108","63","47","24","22","452","108","90","60","155","89","193","107","14","22","0","14","0","14",
"1400000US37183054113","Census Tract 541.13; Wake County; North Carolina","2239","196","1082","231","0","19","149","94","591","220","208","99","124","68","10","14","1157","205","94","121","495","184","522","210","0","19","46","60","0","19",
"1400000US37183054114","Census Tract 541.14; Wake County; North Carolina","2802","379","2404","400","0","19","401","167","1174","253","618","367","95","63","116","129","398","181","0","19","204","129","138","103","56","89","0","19","0","19",
"1400000US37183054115","Census Tract 541.15; Wake County; North Carolina","3486","381","2321","364","52","66","778","306","1034","203","291","137","92","78","74","96","1165","255","159","89","381","159","530","221","57","59","38","63","0","19",
"1400000US37183054116","Census Tract 541.16; Wake County; North Carolina","2987","456","1678","272","0","19","415","160","676","235","296","148","146","119","145","161","1309","431","87","101","535","386","524","285","163","127","0","19","0","19",
"1400000US37183054117","Census Tract 541.17; Wake County; North Carolina","1976","129","1503","218","15","25","303","153","642","160","403","162","108","98","32","37","473","185","0","19","154","151","185","113","64","100","70","89","0","19",
"1400000US37183054118","Census Tract 541.18; Wake County; North Carolina","2110","248","1593","265","0","14","661","248","384","183","446","230","102","120","0","14","517","297","0","14","233","213","225","186","59","67","0","14","0","14",
"1400000US37183054119","Census Tract 541.19; Wake County; North Carolina","3134","647","2610","649","16","25","1245","593","784","211","377","177","188","258","0","19","524","290","0","19","312","243","121","110","16","26","0","19","75","113",
"1400000US37183054120","Census Tract 541.20; Wake County; North Carolina","624","114","542","102","12","18","176","107","157","61","163","49","19","19","15","20","82","68","0","14","44","62","25","37","13","14","0","14","0","14",
"1400000US37183054121","Census Tract 541.21; Wake County; North Carolina","3298","408","2718","269","0","19","562","206","1391","304","632","272","89","63","44","59","580","331","0","19","127","105","428","315","25","43","0","19","0","19",
"1400000US37183054203","Census Tract 542.03; Wake County; North Carolina","1586","395","1358","205","0","14","75","38","611","129","513","184","138","80","21","25","228","300","0","14","213","300","15","23","0","14","0","14","0","14",
"1400000US37183054204","Census Tract 542.04; Wake County; North Carolina","1835","154","1220","137","12","17","388","89","551","128","185","76","59","43","25","38","615","119","10","18","308","97","220","79","49","48","0","19","28","44",
"1400000US37183054206","Census Tract 542.06; Wake County; North Carolina","2748","441","1517","204","15","24","368","133","783","190","220","150","109","82","22","34","1231","422","192","158","403","184","508","401","90","75","38","55","0","19",
"1400000US37183054212","Census Tract 542.12; Wake County; North Carolina","3515","747","1298","533","0","19","554","479","506","232","193","103","45","33","0","19","2217","641","309","258","746","249","1119","637","0","19","9","16","34","42",
"1400000US37183054213","Census Tract 542.13; Wake County; North Carolina","1361","138","1037","133","0","14","195","86","554","124","182","89","106","81","0","14","324","96","54","43","164","82","56","52","13","21","37","49","0","14",
"1400000US37183054214","Census Tract 542.14; Wake County; North Carolina","789","118","609","140","0","14","78","53","222","111","169","89","96","78","44","32","180","92","0","14","33","41","147","90","0","14","0","14","0","14",
"1400000US37183054215","Census Tract 542.15; Wake County; North Carolina","1552","183","1274","161","0","14","121","60","582","148","480","168","91","65","0","14","278","178","11","16","150","156","97","90","20","36","0","14","0","14",
"1400000US37183054216","Census Tract 542.16; Wake County; North Carolina","1925","345","1749","350","0","19","191","97","999","364","302","136","184","137","73","82","176","111","56","75","52","48","37","44","31","45","0","19","0","19",
"1400000US37183054217","Census Tract 542.17; Wake County; North Carolina","1720","300","1663","303","11","19","213","162","871","257","411","154","146","110","11","18","57","55","0","19","0","19","12","19","45","53","0","19","0","19",
"1400000US37183054218","Census Tract 542.18; Wake County; North Carolina","3661","462","2743","407","0","19","824","263","1165","297","456","170","276","211","22","35","918","343","47","54","499","319","161","135","211","169","0","19","0","19",
"1400000US37183054219","Census Tract 542.19; Wake County; North Carolina","1711","255","1271","256","0","14","242","86","752","212","152","83","13","22","112","179","440","128","22","26","280","102","105","90","33","38","0","14","0","14",
"1400000US37183054220","Census Tract 542.20; Wake County; North Carolina","2444","336","1091","204","0","19","273","156","522","139","149","112","142","107","5","18","1353","331","131","89","753","308","364","180","61","69","6","10","38","51",
"1400000US37183054221","Census Tract 542.21; Wake County; North Carolina","2404","173","2264","193","0","19","368","174","1303","256","447","227","124","86","22","40","140","82","0","19","7","16","43","52","77","53","13","20","0","19",
"1400000US37183054222","Census Tract 542.22; Wake County; North Carolina","2606","253","2384","284","21","35","374","217","1262","208","597","204","87","65","43","53","222","151","17","27","121","114","28","44","56","86","0","19","0","19",
"1400000US37183054223","Census Tract 542.23; Wake County; North Carolina","1475","408","1077","281","8","16","227","171","497","120","137","61","52","42","156","212","398","306","9","15","97","62","255","299","37","38","0","14","0","14",
"1400000US37183054224","Census Tract 542.24; Wake County; North Carolina","1807","316","1373","324","11","16","322","111","710","313","202","98","116","89","12","19","434","147","80","64","238","107","105","72","11","17","0","19","0","19",
"1400000US37183054303","Census Tract 543.03; Wake County; North Carolina","1173","321","845","309","0","14","313","282","293","131","146","99","91","103","2","17","328","189","69","51","122","109","15","24","122","163","0","14","0","14",
"1400000US37183054304","Census Tract 543.04; Wake County; North Carolina","2036","155","1948","156","15","26","214","122","759","207","723","180","189","105","48","49","88","62","0","19","59","56","9","18","20","31","0","19","0","19",
"1400000US37183054305","Census Tract 543.05; Wake County; North Carolina","1608","334","943","320","0","14","119","74","393","218","160","59","146","144","125","191","665","264","197","211","200","133","130","122","126","157","0","14","12","21",
"1400000US37183054306","Census Tract 543.06; Wake County; North Carolina","1514","279","834","240","0","14","129","111","443","222","244","119","13","19","5","9","680","302","63","67","405","296","84","63","128","107","0","14","0","14",
"1400000US37183054402","Census Tract 544.02; Wake County; North Carolina","3434","401","2686","441","12","20","641","240","1222","280","543","231","146","112","122","92","748","235","50","76","219","155","144","117","263","149","72","108","0","19",
"1400000US37183054403","Census Tract 544.03; Wake County; North Carolina","1394","133","1132","127","89","81","132","68","433","127","366","116","81","52","31","38","262","110","18","21","24","26","89","57","94","82","37","40","0","14",
"1400000US37183054404","Census Tract 544.04; Wake County; North Carolina","3017","467","2394","495","0","19","688","434","758","241","556","223","273","186","119","132","623","197","210","119","249","143","104","164","60","79","0","19","0","19",
"1400000US37183054501","Census Tract 545.01; Wake County; North Carolina","2715","377","905","195","81","85","248","111","373","142","188","112","15","28","0","19","1810","403","110","74","751","310","840","318","109","93","0","19","0","19",
"1400000US37183054502","Census Tract 545.02; Wake County; North Carolina","1249","233","501","224","15","25","121","70","311","185","20","26","11","20","23","39","748","315","19","23","423","204","211","187","95","51","0","14","0","14",
"1400000US37183980100","Census Tract 9801; Wake County; North Carolina","5","6","0","14","0","14","0","14","0","14","0","14","0","14","0","14","5","6","0","14","5","6","0","14","0","14","0","14","0","14",
"1400000US37183980200","Census Tract 9802; Wake County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37185950101","Census Tract 9501.01; Warren County; North Carolina","1057","127","985","111","19","37","212","75","498","85","209","71","41","38","6","11","72","55","0","14","34","32","38","38","0","14","0","14","0","14",
"1400000US37185950102","Census Tract 9501.02; Warren County; North Carolina","623","91","506","71","11","11","154","55","128","40","162","52","39","35","12","13","117","60","27","30","49","36","10","11","23","22","0","14","8","15",
"1400000US37185950103","Census Tract 9501.03; Warren County; North Carolina","916","101","764","81","38","31","175","52","222","59","156","48","113","40","60","30","152","57","53","37","57","34","20","17","14","15","8","12","0","14",
"1400000US37185950201","Census Tract 9502.01; Warren County; North Carolina","1641","243","1030","177","56","63","350","129","296","105","141","102","94","73","93","67","611","175","49","38","288","137","207","136","63","44","4","8","0","14",
"1400000US37185950202","Census Tract 9502.02; Warren County; North Carolina","721","142","379","134","15","17","99","66","175","95","11","17","79","78","0","14","342","144","124","102","103","82","107","75","8","14","0","14","0","14",
"1400000US37185950300","Census Tract 9503; Warren County; North Carolina","1604","190","929","166","21","23","362","129","180","78","217","87","100","58","49","29","675","146","116","54","243","123","286","121","19","20","11","19","0","14",
"1400000US37185950400","Census Tract 9504; Warren County; North Carolina","1368","164","938","148","97","61","186","82","335","123","193","89","62","40","65","53","430","136","35","49","315","123","37","28","43","35","0","14","0","14",
"1400000US37187950100","Census Tract 9501; Washington County; North Carolina","1808","224","1322","177","123","103","347","120","448","118","212","80","133","79","59","49","486","170","209","94","213","137","64","43","0","14","0","14","0","14",
"1400000US37187950201","Census Tract 9502.01; Washington County; North Carolina","967","186","529","138","32","40","219","103","182","96","43","44","44","44","9","14","438","143","58","99","353","138","27","34","0","14","0","14","0","14",
"1400000US37187950202","Census Tract 9502.02; Washington County; North Carolina","1407","199","982","164","74","75","229","121","441","139","37","44","201","112","0","14","425","152","257","146","57","58","91","61","0","14","10","19","10","25",
"1400000US37187950300","Census Tract 9503; Washington County; North Carolina","650","137","487","126","0","14","71","50","266","101","94","71","36","32","20","19","163","89","74","82","20","20","42","40","0","14","27","33","0","14",
"1400000US37189920100","Census Tract 9201; Watauga County; North Carolina","1692","196","1539","202","58","54","324","105","729","209","312","116","43","38","73","69","153","75","0","14","78","55","36","36","23","27","0","14","16","23",
"1400000US37189920200","Census Tract 9202; Watauga County; North Carolina","1751","206","1524","219","60","68","256","99","621","175","420","146","92","64","75","54","227","98","38","57","54","34","96","65","39","59","0","14","0","14",
"1400000US37189920300","Census Tract 9203; Watauga County; North Carolina","1213","233","925","212","23","26","422","197","265","99","166","74","34","30","15","17","288","142","0","14","171","114","95","73","11","17","11","21","0","14",
